Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,Elite%
M,754,George Hemmings,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,755,Lacey,4.5,4.5,Man Utd,0,0.00,1,0.12,0,0.00,1,0.09,2,0.13,3,0.22,2,0.14,1,0.12,2,0.10,1,0.11,0.00
M,756,DaCosta,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,757,Hollingshead,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,758,Mohamadou Kanté,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,759,Salmon,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,760,Lucky,4.0,4.0,Liverpool,0,0.00,1,0.04,0,0.00,2,0.06,3,0.11,0,0.00,0,0.00,2,0.10,2,0.05,2,0.05,0.00
D,761,Simmonds,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,762,Drakes-Thomas,4.5,4.5,Crystal Palace,1,0.10,1,0.10,1,0.11,2,0.14,0,0.00,2,0.01,0,0.00,0,0.05,1,0.06,2,0.14,0.00
M,763,Gray,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,764,Heskey,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,765,Shahar,4.0,4.0,Newcastle,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,766,Olagunju,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.04,0,0.00,0,0.00,0.00
M,767,Rawlings,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,768,Leon Routh,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,769,Bendito Mantato,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,770,Ridgeon,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,771,Fletcher,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,772,Alabi,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,773,Benamar,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,774,Jenson Jones,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,775,Tutierov,4.5,4.5,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,776,Pimlott,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,777,Ojinnaka,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,778,Sutherland,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0.00
F,779,Graham,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,780,Casey,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,781,Carroll,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,782,Forster,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,783,Groß,5.5,5.5,Brighton,86,3.17,82,3.20,77,3.57,77,2.75,75,3.23,77,3.11,75,3.46,77,4.38,78,1.98,76,2.88,0.00
M,784,Brierley,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,785,Pablo,5.5,5.5,West Ham,59,2.38,64,2.73,64,2.24,62,2.36,63,2.30,60,2.17,65,2.94,62,2.93,64,2.08,62,2.28,0.00
G,786,McNally,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,787,Chambers,4.4,4.4,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,788,Kukonki,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,789,Merrick,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,790,Williams-Barnett,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,791,Taty,5.5,5.5,West Ham,77,3.29,72,3.46,73,2.69,71,2.90,73,2.88,64,2.50,69,3.62,67,3.47,68,2.46,68,2.71,0.00
M,792,Alysson,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,793,King,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,794,Alleyne,4.2,4.2,Man City,4,0.14,0,0.00,0,0.00,2,0.08,2,0.08,6,0.02,3,0.09,1,0.08,0,0.00,0,0.00,0.00
M,795,Howell,4.5,4.5,Brighton,5,0.30,2,0.18,3,0.25,3,0.23,4,0.29,4,0.28,5,0.34,6,0.48,5,0.19,8,0.40,0.00
M,796,Gallagher,5.4,5.4,Spurs,79,3.51,80,3.05,75,3.18,73,3.34,75,2.87,72,3.33,66,2.88,64,3.23,68,2.65,63,2.43,0.00
F,797,Furo,4.5,4.5,Brentford,6,0.39,3,0.23,2,0.20,2,0.17,5,0.42,3,0.25,4,0.33,5,0.49,4,0.21,5,0.47,0.00
D,798,Imray,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,799,Stevens,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,800,Jocelin.T,5.0,5.0,Sunderland,0,0.00,0,0.00,0,0.00,1,0.09,2,0.19,1,0.11,1,0.10,1,0.12,1,0.09,2,0.14,0.00
M,801,Tóth.A,5.0,5.0,Bournemouth,19,0.84,21,1.02,13,0.66,13,0.64,10,0.50,11,0.54,15,0.60,15,0.78,11,0.46,13,0.64,0.00
M,802,Lamadrid,5.0,5.0,West Ham,3,0.25,6,0.39,6,0.35,8,0.44,9,0.48,9,0.46,11,0.63,9,0.60,11,0.47,11,0.55,0.00
G,803,Sharman-Lowe,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,804,Souza,4.0,4.0,Spurs,58,2.15,40,1.21,25,0.94,19,0.85,13,0.41,5,0.22,2,0.10,4,0.16,0,0.00,3,0.09,0.00
F,805,Lucca,5.5,5.5,Nott'm Forest,24,1.60,26,1.38,20,1.12,20,0.99,19,1.15,18,0.99,16,0.92,18,1.46,16,0.74,19,0.97,0.00
G,806,Mandas,4.0,4.0,Bournemouth,7,0.26,19,0.68,24,0.97,21,0.74,23,0.92,24,0.81,25,0.70,27,1.06,24,0.75,26,1.00,0.00
M,807,Rayan,5.5,5.5,Bournemouth,74,3.38,70,3.63,66,3.77,63,3.28,56,3.18,60,3.08,56,2.13,55,3.11,54,2.51,59,3.28,0.00
F,808,Abraham,6.0,6.0,Aston Villa,24,1.57,24,1.63,28,1.78,27,1.68,31,1.65,25,1.82,28,1.65,27,2.44,29,1.04,26,1.73,0.00
M,809,Abbey,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,810,Bentt,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,811,Kyerematen,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,1,0.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,812,Ellborg,4.0,4.0,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,813,Angulo,5.0,5.0,Sunderland,14,0.68,14,0.72,13,0.65,10,0.52,12,0.60,14,0.65,13,0.67,12,0.69,15,0.60,13,0.65,0.00
D,814,Netz,4.5,4.5,Nott'm Forest,5,0.21,8,0.24,6,0.19,6,0.15,10,0.40,10,0.32,12,0.43,9,0.45,9,0.26,8,0.23,0.00
D,815,Disasi,4.5,4.5,West Ham,81,2.40,36,1.31,35,0.95,40,1.32,40,1.13,44,1.20,40,1.78,43,1.77,38,1.16,41,1.22,0.00
M,816,Angel,5.0,5.0,Wolves,68,4.72,68,2.50,67,2.45,68,2.42,68,2.38,0,0.00,70,2.69,69,2.88,68,2.35,64,2.66,0.00
F,817,Armstrong,5.5,5.5,Wolves,54,4.59,51,2.33,53,2.41,54,2.40,52,2.22,0,0.00,59,2.74,55,2.77,52,2.27,51,2.65,0.00
D,10008,Caleb Wiley,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10097,Harvey Davies,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,10098,Luca Netz,99.9,99.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,10099,Melker Ellborg,99.9,99.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.07,2,0.09,0,0.00,0,0.00,0.00
F,10100,Nilson Angulo,99.9,99.9,Sunderland,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
